Zeit;Einstrahlung auf die Horizontale (kWh/m²);Diffusstrahlung auf die Horizontale (kWh/m²);Außentemperatur (°C);Freifläche 01-Fläche Süd: Sonnenhöhe (rad);Freifläche 01-Fläche Süd: Einstrahlung auf die geneigte Fläche (kWh/m²);Freifläche 01-Fläche Süd: Modultemperatur (°C);Eingespeiste Energie kWh
07.07. 15:00;0,307;0,28172;16,4;44,639;0,29658;22,09;266,81
07.07. 16:00;0,564;0,12711;18,5;36,061;0,56668;29,31;517,34
07.07. 17:00;0,417;0,098057;19,1;27,1;0,36685;26,4;330,5
07.07. 18:00;0,248;0,090252;19,2;18,205;0,1641;22,49;138,06
07.07. 19:00;0,119;0,048288;18,3;9,7294;0,024045;18,96;6,1595
07.07. 20:00;0,016;0,01584;16,6;2,0095;0,015246;17,01;2,1829
07.07. 21:00;0;0;16;-4,6028;0;16,05;0
07.07. 22:00;0;0;15,4;-9,7345;0;15,43;0
07.07. 23:00;0;0;15,1;-13,026;0;15,12;0
08.07. 00:00;0;0;15,4;-14,307;0;15,39;0
08.07. 01:00;0;0;14,7;-13,262;0;14,73;0
08.07. 02:00;0;0;15;-10,088;0;14,99;0
08.07. 03:00;0;0;14,3;-5,0517;0;14,33;0
08.07. 04:00;0,004;0,00396;14,5;1,4879;0,0038116;14,56;0,047089
08.07. 05:00;0,019;0,018553;15,4;9,1564;0,017825;15,69;3,1785
08.07. 06:00;0,1;0,094907;15,3;17,6;0,093206;17,07;77,674
08.07. 07:00;0,189;0,17149;16,7;26,481;0,17814;20,06;156,94
08.07. 08:00;0,378;0,26782;17,6;35,449;0,36814;24,64;333,73
08.07. 09:00;0,529;0,30943;18,2;44,062;0,5436;28,77;494,98
08.07. 10:00;0,48;0,37698;18,6;51,667;0,48219;28,2;435,01
08.07. 11:00;0,156;0,15279;18;57,23;0,14903;21,32;129
08.07. 12:00;0,459;0,39567;16,7;59,418;0,45453;25,5;411,52
08.07. 13:00;0,399;0,36032;17,8;57,479;0,3898;25,53;350,25
08.07. 14:00;0,549;0,38009;18,6;52,087;0,56489;29,61;511,19
08.07. 15:00;0,503;0,32657;17,7;44,575;0,51223;27,95;466,02
08.07. 16:00;0,263;0,23765;17,7;36,002;0,25244;22,96;224,93
08.07. 17:00;0,075;0,073429;17,1;27,043;0,071393;18,74;56,913
08.07. 18:00;0,068;0,06666;16,8;18,145;0,06451;18,11;50,795
08.07. 19:00;0,033;0,032356;16,5;9,6645;0,031076;17,17;11,114
08.07. 20:00;0,005;0,00495;15,8;1,9375;0,0047645;15,96;0,093155
08.07. 21:00;0;0;15,5;-4,6834;0;15,52;0
08.07. 22:00;0;0;14,9;-9,8245;0;14,93;0
08.07. 23:00;0;0;14,5;-13,125;0;14,52;0
09.07. 00:00;0;0;13,4;-14,419;0;13,46;0
09.07. 01:00;0;0;12,9;-13,379;0;12,93;0
09.07. 02:00;0;0;13,3;-10,205;0;13,28;0
09.07. 03:00;0;0;12,8;-5,1681;0;12,82;0
09.07. 04:00;0,003;0,00297;12,8;1,3739;0,0028587;12,8;0
09.07. 05:00;0,057;0,051717;12,9;9,0452;0,048001;13,8;29,728
09.07. 06:00;0,176;0,12591;13,2;17,491;0,14088;15,82;122,18
09.07. 07:00;0,317;0,18423;14,7;26,374;0,28555;20,07;259,46
09.07. 08:00;0,453;0,23365;15,1;35,341;0,44735;23,74;412,04
09.07. 09:00;0,596;0,25382;12,3;43,951;0,62706;24,7;581,79
09.07. 10:00;0,418;0,35766;15;51,552;0,41235;23,26;375,28
09.07. 11:00;0,376;0,34527;17,1;57,113;0,36568;24,29;328,99
09.07. 12:00;0,306;0,29395;15,1;59,305;0,29402;21,1;264,66
09.07. 13:00;0,201;0,19717;15,4;57,381;0,19197;19,3;170,21
09.07. 14:00;0,285;0,27274;16,6;52,005;0,27378;21,88;245,12
09.07. 15:00;0,58;0,27884;18;44,504;0,60739;29,65;553,36
09.07. 16:00;0,39;0,27061;16,8;35,938;0,38154;24,62;346,6
09.07. 17:00;0,351;0,16965;15,9;26,979;0,31562;22,2;286,48
09.07. 18:00;0,176;0,13084;16,5;18,079;0,1454;19,47;125,17
09.07. 19:00;0,088;0,063989;15,5;9,5935;0,051467;16,67;33,888
09.07. 20:00;0,005;0,00495;14,3;1,8593;0,0047645;14,51;0,095848
09.07. 21:00;0;0;13,5;-4,7705;0;13,55;0
09.07. 22:00;0;0;12,7;-9,921;0;12,74;0
09.07. 23:00;0;0;12,6;-13,23;0;12,61;0
10.07. 00:00;0;0;12,4;-14,538;0;12,41;0
10.07. 01:00;0;0;12,7;-13,502;0;12,69;0
10.07. 02:00;0;0;13;-10,329;0;12,98;0
10.07. 03:00;0;0;12,8;-5,2898;0;12,81;0
10.07. 04:00;0,014;0,01386;12,5;1,2551;0,013341;12,77;1,6434
10.07. 05:00;0,034;0,033235;12,9;8,9296;0,031887;13,49;12,099
10.07. 06:00;0,05;0,049004;13,4;17,378;0,047422;14,3;28,824
10.07. 07:00;0,106;0,10383;13,2;26,262;0,10089;15,15;85,947
10.07. 08:00;0,112;0,10983;13,6;35,228;0,10679;15,69;91,669
10.07. 09:00;0,116;0,11349;13,1;43,836;0,11074;15,31;95,814
10.07. 10:00;0,16;0,1569;14,4;51,432;0,15278;17,32;134,36
10.07. 11:00;0,15;0,14683;14;56,989;0,14332;16,86;125,74
10.07. 12:00;0,159;0,15571;15;59,186;0,15192;17,95;133,28
10.07. 13:00;0,175;0,17162;14,4;57,276;0,16714;17,72;147,67
10.07. 14:00;0,171;0,16775;15,2;51,916;0,16327;18,4;143,67
10.07. 15:00;0,141;0,13827;15,7;44,427;0,13457;18,37;116,91
10.07. 16:00;0,108;0,10584;15,1;35,867;0,10299;17,2;87,358
10.07. 17:00;0,11;0,10772;15,5;26,91;0,10471;17,55;88,915
10.07. 18:00;0,15;0,12535;15,6;18,007;0,13121;18,14;113,18
10.07. 19:00;0,069;0,05941;15;9,5166;0,053539;16,17;37,07
10.07. 20:00;0,001;0,00099;14,2;1,7748;0,0009529;14,32;0
10.07. 21:00;0;0;13,9;-4,864;0;13,92;0
10.07. 22:00;0;0;13,3;-10,024;0;13,33;0
10.07. 23:00;0;0;12,9;-13,342;0;12,92;0
11.07. 00:00;0;0;12,4;-14,664;0;12,43;0
11.07. 01:00;0;0;12,5;-13,63;0;12,5;0
11.07. 02:00;0;0;12;-10,458;0;12,03;0
11.07. 03:00;0;0;11,9;-5,4168;0;11,91;0
11.07. 04:00;0,002;0,00198;11,7;1,1315;0,0019058;11,75;0
11.07. 05:00;0,091;0,055279;11,5;8,8095;0,038719;12,24;18,768
11.07. 06:00;0,193;0,11904;12,7;17,26;0,14421;15,3;124,62
11.07. 07:00;0,223;0,18753;14;26,146;0,20829;17,97;187,14
11.07. 08:00;0,33;0,26275;14,9;35,112;0,31951;21,06;290,82
11.07. 09:00;0,21;0,20414;12,4;43,716;0,20075;16,61;180,33
11.07. 10:00;0,148;0,14502;12,2;51,307;0,14134;15,08;124,66
11.07. 11:00;0,28;0,27069;13,8;56,86;0,26851;18,91;242,58
11.07. 12:00;0,594;0,42;16,8;59,06;0,61695;28,56;560,09
11.07. 13:00;0,469;0,39414;17;57,164;0,46725;26,39;422,62
11.07. 14:00;0,585;0,36785;17,3;51,82;0,61214;29,32;556,04
11.07. 15:00;0,369;0,31478;18,2;44,344;0,36154;25,57;324,9
11.07. 16:00;0,367;0,27122;18,7;35,79;0,35806;25,77;322,66
11.07. 17:00;0,32;0,18933;18,2;26,834;0,29154;24,01;261,63
11.07. 18:00;0,221;0,11184;17,4;17,93;0,15834;20,59;134,76
11.07. 19:00;0,103;0,057156;15,9;9,4336;0,037196;16,84;16,603
11.07. 20:00;0,008;0,00792;14,9;1,6842;0,0076232;15,14;0,37961
11.07. 21:00;0;0;14,2;-4,9638;0;14,25;0
11.07. 22:00;0;0;12,5;-10,134;0;12,59;0
11.07. 23:00;0;0;11;-13,461;0;11,08;0
12.07. 00:00;0;0;10,5;-14,795;0;10,53;0
12.07. 01:00;0;0;10,1;-13,765;0;10,12;0
12.07. 02:00;0;0;10;-10,593;0;10,01;0
12.07. 03:00;0;0;10,2;-5,5489;0;10,19;0
12.07. 04:00;0,002;0,00198;11,1;1,0032;0,0019058;11,09;0
12.07. 05:00;0,014;0,013625;13,2;8,685;0,013091;13,34;1,564
12.07. 06:00;0,084;0,081231;14,2;17,139;0,079081;15,64;64,677
12.07. 07:00;0,113;0,11043;15,5;26,026;0,10752;17,53;91,718
12.07. 08:00;0,118;0,11576;16,1;34,991;0,11251;18,29;96,446
12.07. 09:00;0,2;0,19498;16,1;43,592;0,19109;19,8;169,12
12.07. 10:00;0,181;0,17756;17,9;51,178;0,17283;21,25;151,09
12.07. 11:00;0,15;0,14684;17,1;56,725;0,14332;20;124,33
12.07. 12:00;0,38;0,35013;17,9;58,928;0,36963;24,96;331,82
12.07. 13:00;0,327;0,30978;19;57,045;0,3154;25,23;280,81
12.07. 14:00;0,118;0,11521;17,2;51,719;0,11277;19,73;96,205
12.07. 15:00;0,125;0,12241;16,7;44,255;0,11933;19,1;102,56
12.07. 16:00;0,1;0,097905;16,8;35,707;0,095371;18,71;79,429
12.07. 17:00;0,115;0,11244;17,5;26,753;0,10946;19,62;92,882
12.07. 18:00;0,115;0,10633;17,8;17,846;0,10597;19,88;89,097
12.07. 19:00;0,054;0,050245;18,1;9,3446;0,047229;19,08;27,592
12.07. 20:00;0,013;0,01287;17,9;1,5874;0,012388;18,19;1,31
12.07. 21:00;0;0;16,5;-5,07;0;16,59;0
12.07. 22:00;0;0;15,9;-10,25;0;15,93;0
12.07. 23:00;0;0;15,7;-13,586;0;15,71;0
13.07. 00:00;0;0;15,1;-14,933;0;15,13;0
13.07. 01:00;0;0;14,8;-13,906;0;14,82;0
13.07. 02:00;0;0;15;-10,733;0;14,99;0
13.07. 03:00;0;0;14,3;-5,6862;0;14,34;0
13.07. 04:00;0,015;0,01485;13,7;0,87018;0,014293;14;1,9184
13.07. 05:00;0,107;0,036967;14,3;8,5563;0,015942;14,58;2,4702
13.07. 06:00;0,257;0,05223;15,5;17,014;0,15209;18,1;126,79
13.07. 07:00;0,42;0,072084;17,4;25,902;0,36571;24,18;331,44
13.07. 08:00;0,573;0,097723;18,4;34,867;0,57718;29,51;526,43
13.07. 09:00;0,686;0,14047;19,5;43,464;0,74063;33,98;666,67
13.07. 10:00;0,691;0,27711;20,6;51,043;0,75616;35,58;675,65
13.07. 11:00;0,69;0,3571;20,9;56,585;0,75018;35,84;668
13.07. 12:00;0,744;0,33706;22,7;58,789;0,82398;38,97;726
13.07. 13:00;0,456;0,38841;23,2;56,92;0,45298;32,53;400,17
13.07. 14:00;0,312;0,29386;22,6;51,61;0,30101;28,77;264,24
13.07. 15:00;0,552;0,29641;23,3;44,159;0,57538;34,42;514,6
13.07. 16:00;0,304;0,2572;22,3;35,618;0,2938;28,43;259,08
13.07. 17:00;0,105;0,10291;20,5;26,666;0,099964;22,78;82,515
13.07. 18:00;0,097;0,092649;19,8;17,757;0,090866;21,66;74,105
13.07. 19:00;0,087;0,061193;18,6;9,2496;0,048023;19,66;28,492
13.07. 20:00;0,011;0,01089;17,4;1,4844;0,010482;17,71;0,86281
13.07. 21:00;0;0;16,2;-5,1826;0;16,28;0
13.07. 22:00;0;0;15;-10,372;0;15,06;0
13.07. 23:00;0;0;14,2;-13,717;0;14,24;0
14.07. 00:00;0;0;13,5;-15,078;0;13,54;0
14.07. 01:00;0;0;12,9;-14,053;0;12,93;0
14.07. 02:00;0;0;12,2;-10,879;0;12,24;0
14.07. 03:00;0;0;11,9;-5,8286;0;11,92;0
14.07. 04:00;0;0;12,4;0,7326;0;12,38;0
14.07. 05:00;0,039;0,037574;12,4;8,4234;0,035861;13,07;15,749
14.07. 06:00;0,183;0,11828;14,4;16,884;0,13924;16,87;119,47
14.07. 07:00;0,343;0,15368;16,6;25,775;0,30527;22,27;276,32
14.07. 08:00;0,528;0,14078;17,9;34,738;0,53082;28,07;486,1
14.07. 09:00;0,59;0,24918;18,8;43,332;0,62399;31,04;566,47
14.07. 10:00;0,576;0,36286;19,5;50,904;0,60309;31,47;543,71
14.07. 11:00;0,476;0,3945;19,9;56,439;0,47623;29,46;426,62
14.07. 12:00;0,401;0,36333;19,5;58,644;0,39208;27,39;350
14.07. 13:00;0,239;0,23351;19;56,788;0,22855;23,72;201,5
14.07. 14:00;0,228;0,22245;19;51,496;0,21802;23,34;192,15
14.07. 15:00;0,206;0,2006;18,2;44,057;0,1969;22,16;173,14
14.07. 16:00;0,172;0,16721;18,4;35,524;0,16416;21,68;142,85
14.07. 17:00;0,086;0,08435;17,9;26,573;0,081885;19,63;66,36
14.07. 18:00;0,047;0,046014;17,7;17,661;0,044578;18,64;24,377
14.07. 19:00;0,031;0,030395;17,1;9,1486;0,029193;17,73;9,6249
14.07. 20:00;0,007;0,00693;17,1;1,3752;0,0066703;17,26;0,25068
14.07. 21:00;0;0;17,1;-5,3014;0;17,11;0
14.07. 22:00;0;0;15,5;-10,501;0;15,58;0
14.07. 23:00;0;0;15,1;-13,855;0;15,12;0
15.07. 00:00;0;0;14,6;-15,228;0;14,63;0
15.07. 01:00;0;0;13,7;-14,206;0;13,75;0
15.07. 02:00;0;0;13,1;-11,03;0;13,13;0
15.07. 03:00;0;0;13,2;-5,9759;0;13,2;0
15.07. 04:00;0;0;13,6;0,5905;0;13,58;0
15.07. 05:00;0,018;0,017594;13,5;8,2863;0,016903;13,5;2,8568
15.07. 06:00;0,173;0,11939;13,5;16,751;0,13562;15,98;116,85
15.07. 07:00;0,291;0,18662;14,7;25,643;0,26498;19,7;240
15.07. 08:00;0,301;0,25204;15,6;34,606;0,29079;21,27;263,02
15.07. 09:00;0,333;0,2944;16;43,195;0,32422;22,37;293,02
15.07. 10:00;0,331;0,30678;16,6;50,76;0,32066;22,92;288,41
15.07. 11:00;0,466;0,3906;17,2;56,288;0,46504;26,25;420,85
15.07. 12:00;0,526;0,41471;17,9;58,493;0,53417;28,4;483,05
15.07. 13:00;0,548;0,40878;18,6;56,65;0,56263;29,71;507,81
15.07. 14:00;0,484;0,37643;19;51,375;0,48897;28,76;440,69
15.07. 15:00;0,411;0,32652;19,5;43,95;0,40841;27,66;366,96
15.07. 16:00;0,346;0,26741;19,4;35,423;0,33727;26,15;302,48
15.07. 17:00;0,304;0,19202;19,6;26,474;0,27926;25,13;248,97
15.07. 18:00;0,186;0,12508;19,2;17,56;0,14751;22,2;125,29
15.07. 19:00;0,076;0,059448;18,4;9,0415;0,050355;19,54;31,629
15.07. 20:00;0,011;0,01089;16,5;1,26;0,010482;16,85;0,87181
15.07. 21:00;0;0;14,8;-5,4266;0;14,9;0
15.07. 22:00;0;0;14,1;-10,637;0;14,14;0
15.07. 23:00;0;0;13,1;-14;0;13,15;0
16.07. 00:00;0;0;13,5;-15,385;0;13,48;0
16.07. 01:00;0;0;13,3;-14,365;0;13,31;0
16.07. 02:00;0;0;13,7;-11,187;0;13,68;0
16.07. 03:00;0;0;13,2;-6,128;0;13,22;0
16.07. 04:00;0;0;12,9;0,44397;0;12,92;0
16.07. 05:00;0,019;0,018593;13,2;8,1452;0,017864;13,52;3,2484
16.07. 06:00;0,037;0,036126;14;16,614;0,035035;14,63;14,77
16.07. 07:00;0,097;0,095114;15,1;25,508;0,092338;16,81;77,057
16.07. 08:00;0,216;0,20319;15,6;34,47;0,20671;19,55;184,37
16.07. 09:00;0,372;0,31149;16,1;43,055;0,36593;23,16;332,09
16.07. 10:00;0,447;0,36508;17;50,611;0,44662;25,72;404,91
16.07. 11:00;0,495;0,39902;17,7;56,131;0,4991;27,52;451,44
16.07. 12:00;0,553;0,41743;18,2;58,336;0,56777;29,39;512,84
16.07. 13:00;0,551;0,40813;18,4;56,505;0,56692;29,65;511,93
16.07. 14:00;0,335;0,31018;18,4;51,247;0,32475;25,08;290,04
16.07. 15:00;0,29;0,26904;18,2;43,836;0,27995;23,81;249,61
16.07. 16:00;0,237;0,21954;18,2;35,316;0,22731;22,76;201,55
16.07. 17:00;0,213;0,18426;18;26,37;0,20052;22;177,06
16.07. 18:00;0,169;0,12589;17,2;17,453;0,14016;20,03;120,03
16.07. 19:00;0,061;0,05373;16,1;8,9285;0,049068;17,22;30,411
16.07. 20:00;0,007;0,00693;15;1,1386;0,0066703;15,24;0,25945
16.07. 21:00;0;0;14,3;-5,558;0;14,35;0
16.07. 22:00;0;0;13,8;-10,779;0;13,83;0
16.07. 23:00;0;0;13;-14,15;0;13,04;0
17.07. 00:00;0;0;12,9;-15,548;0;12,91;0
17.07. 01:00;0;0;11,8;-14,529;0;11,86;0
17.07. 02:00;0;0;10,9;-11,349;0;10,95;0
17.07. 03:00;0;0;10,1;-6,285;0;10,14;0
17.07. 04:00;0;0;9,8;0,29309;0;9,82;0
17.07. 05:00;0,02;0,019592;11,2;8,0001;0,018824;11,48;3,7236
17.07. 06:00;0,112;0,10174;13,4;16,473;0,10177;15,2;86,418
17.07. 07:00;0,266;0,18937;15;25,369;0,24469;19,57;220,69
17.07. 08:00;0,383;0,25664;16,4;34,33;0,3762;23,62;343,01
17.07. 09:00;0,565;0,26667;17,7;42,91;0,5955;29,22;543,43
17.07. 10:00;0,619;0,33457;18,4;50,458;0,66287;31,47;599,42
17.07. 11:00;0,621;0,39163;19,4;55,968;0,65915;32,47;592,2
17.07. 12:00;0,737;0,3364;19;58,173;0,81904;35,2;731,46
17.07. 13:00;0,757;0,28955;20,6;56,354;0,84962;37,44;753,82
17.07. 14:00;0,658;0,31202;21,2;51,113;0,7155;35,55;638,79
17.07. 15:00;0,362;0,30988;20,3;43,715;0,35518;27,76;316,49
17.07. 16:00;0,324;0,26197;20,1;35,204;0,31497;26,4;281,07
17.07. 17:00;0,339;0,16701;20,6;26,259;0,30842;26,62;275,2
17.07. 18:00;0,168;0,12501;20,4;17,34;0,13931;23,28;117,82
17.07. 19:00;0,071;0,057158;18,9;8,8095;0,049365;20,05;30,171
17.07. 20:00;0,012;0,01188;17,1;1,0111;0,011435;17,46;1,0809
17.07. 21:00;0;0;16;-5,6957;0;16,07;0
17.07. 22:00;0;0;15,7;-10,927;0;15,72;0
17.07. 23:00;0;0;14,9;-14,308;0;14,94;0
18.07. 00:00;0;0;14,3;-15,717;0;14,33;0
18.07. 01:00;0;0;13,6;-14,699;0;13,64;0
18.07. 02:00;0;0;13,3;-11,516;0;13,32;0
18.07. 03:00;0;0;13,1;-6,4468;0;13,11;0
18.07. 04:00;0,004;0,00396;13,2;0,13794;0,0038116;13,2;0,048432
18.07. 05:00;0,023;0,022564;14,5;7,8511;0,021679;14,84;5,0214
18.07. 06:00;0,049;0,048048;16,3;16,329;0,046479;17,1;27,017
18.07. 07:00;0,044;0,0428;15,4;25,227;0,041861;16,27;21,639
18.07. 08:00;0,071;0,069193;13,7;34,186;0,067735;15,1;54,378
18.07. 09:00;0,248;0,23625;14,2;42,761;0,23809;18,72;214,35
18.07. 10:00;0,486;0,37127;17,8;50,3;0,49319;27,14;447,5
18.07. 11:00;0,61;0,39432;19;55,801;0,64527;31,6;581,18
18.07. 12:00;0,625;0,40678;18,9;58,003;0,66269;32,07;595,74
18.07. 13:00;0,653;0,37844;20,7;56,196;0,70347;34,58;628,34
18.07. 14:00;0,431;0,36124;21,6;50,973;0,4287;30,33;381,4
18.07. 15:00;0,433;0,32766;22,4;43,589;0,43459;30,98;387,37
18.07. 16:00;0,237;0,21919;23,4;35,085;0,22744;28,06;197,88
18.07. 17:00;0,176;0,16243;22,2;26,142;0,16673;25,63;143,26
18.07. 18:00;0,111;0,10254;18;17,221;0,10229;20,3;85,338
18.07. 19:00;0,076;0,057167;18,3;8,6846;0,047117;19,29;27,405
18.07. 20:00;0,014;0,01386;15,7;0,87748;0,013341;16,13;1,5995
18.07. 21:00;0;0;15,3;-5,8395;0;15,34;0
18.07. 22:00;0;0;15,4;-11,081;0;15,4;0
18.07. 23:00;0;0;16,3;-14,471;0;16,25;0
19.07. 00:00;0;0;16,8;-15,891;0;16,77;0
19.07. 01:00;0;0;16,9;-14,875;0;16,89;0
19.07. 02:00;0;0;16,7;-11,689;0;16,71;0
19.07. 03:00;0;0;15,7;-6,6132;0;15,75;0
19.07. 04:00;0,003;0,00297;15,6;-0,021411;0,0028587;15,66;0
19.07. 05:00;0,072;0,049447;15,8;7,6983;0,038115;16,51;17,564
19.07. 06:00;0,166;0,11502;17,2;16,181;0,13013;19,54;110,22
19.07. 07:00;0,3;0,17522;17,9;25,081;0,27221;23,04;244,04
19.07. 08:00;0,281;0,24188;17,9;34,039;0,27123;23,26;242,65
19.07. 09:00;0,302;0,27511;18,5;42,609;0,29261;24,24;261,23
19.07. 10:00;0,351;0,31917;20;50,138;0,34195;26,65;304,6
19.07. 11:00;0,37;0,33952;17,5;55,628;0,36046;24,75;323,68
19.07. 12:00;0,396;0,35916;18,5;57,828;0,38747;26,11;347,32
19.07. 13:00;0,301;0,28826;20,2;56,032;0,28958;25,95;256,14
19.07. 14:00;0,385;0,34019;19,8;50,827;0,37805;27,23;337,77
19.07. 15:00;0,195;0,19034;18,3;43,457;0,18633;22,26;163,17
19.07. 16:00;0,226;0,21123;18,1;34,961;0,21667;22,38;191,94
19.07. 17:00;0,071;0,069497;17,1;26,02;0,067602;18,64;53,498
19.07. 18:00;0,051;0,050004;16,4;17,096;0,048401;17,42;29,452
19.07. 19:00;0,052;0,047601;16,5;8,5537;0,044385;17,38;24,391
19.07. 20:00;0,01;0,0099;16,2;0,73785;0,009529;16,44;0,68343
19.07. 21:00;0;0;15,4;-5,9895;0;15,45;0
19.07. 22:00;0;0;15,1;-11,242;0;15,12;0
19.07. 23:00;0;0;14,8;-14,64;0;14,82;0
20.07. 00:00;0;0;14,3;-16,072;0;14,33;0
20.07. 01:00;0;0;13,9;-15,056;0;13,92;0
20.07. 02:00;0;0;13,2;-11,866;0;13,24;0
20.07. 03:00;0;0;12,5;-6,7842;0;12,54;0
20.07. 04:00;0,002;0,00198;12,3;-0,18487;0,0019058;12,35;0
20.07. 05:00;0,042;0,03915;12,8;7,5417;0,036832;13,47;16,658
20.07. 06:00;0,161;0,11428;14,2;16,029;0,12767;16,5;109,3
20.07. 07:00;0,222;0,18172;15,4;24,932;0,20731;19,33;185,32
20.07. 08:00;0,351;0,25704;16,3;33,889;0,34355;22,9;312,31
20.07. 09:00;0,492;0,30894;17,4;42,452;0,50669;27,22;462,46
20.07. 10:00;0,525;0,36873;17,5;49,971;0,54243;28,22;493,05
20.07. 11:00;0,271;0,26235;18;55,45;0,25989;23,41;230,79
20.07. 12:00;0,182;0,17853;17,6;57,647;0,17387;21,16;152,12
20.07. 13:00;0,254;0,24722;17,4;55,862;0,24321;22,16;216,25
20.07. 14:00;0,569;0,36386;20,3;50,674;0,5984;31,69;538,96
20.07. 15:00;0,366;0,31028;19,3;43,318;0,36023;26,71;322,52
20.07. 16:00;0,182;0,17581;19,4;34,83;0,17388;23,04;151,19
20.07. 17:00;0,178;0,16333;18,8;25,892;0,16861;22,18;146,86
20.07. 18:00;0,124;0,10998;17,6;16,965;0,11197;19,92;94,807
20.07. 19:00;0,067;0,054178;16,4;8,4169;0,046929;17,46;27,54
20.07. 20:00;0,004;0,00396;16,2;0,59222;0,0038116;16,34;0,045344
20.07. 21:00;0;0;15,2;-6,1456;0;15,26;0
20.07. 22:00;0;0;15,6;-11,408;0;15,58;0
20.07. 23:00;0;0;15,4;-14,816;0;15,41;0
21.07. 00:00;0;0;15,2;-16,259;0;15,21;0
21.07. 01:00;0;0;14,3;-15,243;0;14,35;0
21.07. 02:00;0;0;12,7;-12,049;0;12,78;0
21.07. 03:00;0;0;11,4;-6,9596;0;11,47;0
21.07. 04:00;0,001;0,00099;11;-0,35237;0,0009529;11,04;0
21.07. 05:00;0,067;0,047392;11,4;7,3814;0,037349;12,08;17,355
21.07. 06:00;0,199;0,092673;12,9;15,874;0,1334;15,23;112,66
21.07. 07:00;0,354;0,12002;14,5;24,779;0,31489;20,35;287,26
21.07. 08:00;0,482;0,17451;16,4;33,735;0,48743;25,73;448,32
21.07. 09:00;0,602;0,21658;17,9;42,292;0,64787;30,51;589,82
21.07. 10:00;0,683;0,26595;18,9;49,8;0,75633;33,79;680,27
21.07. 11:00;0,692;0,34021;20;55,267;0,76309;35,14;681,65
21.07. 12:00;0,601;0,40948;20,6;57,46;0,6332;33,3;566,19
21.07. 13:00;0,573;0,40234;20,6;55,685;0,59844;32,54;536,06
21.07. 14:00;0,391;0,34262;20,7;50,514;0,38502;28,55;342,77
21.07. 15:00;0,256;0,243;20,4;43,173;0,24612;25,44;216,73
21.07. 16:00;0,161;0,15694;19,5;34,694;0,15367;22,69;132,62
21.07. 17:00;0,107;0,10473;18,3;25,757;0,10188;20,44;85,149
21.07. 18:00;0,089;0,08533;18,4;16,829;0,083552;20,07;67,698
21.07. 19:00;0,045;0,042285;18,7;8,2742;0,039931;19,52;19,028
21.07. 20:00;0,005;0,00495;18,6;0,4406;0,0047645;18,74;0,088022
21.07. 21:00;0;0;17,4;-6,3078;0;17,47;0
21.07. 22:00;0;0;17,4;-11,581;0;17,4;0
21.07. 23:00;0;0;17,4;-14,998;0;17,4;0
22.07. 00:00;0;0;16,8;-16,451;0;16,83;0
22.07. 01:00;0;0;16,9;-15,435;0;16,9;0
22.07. 02:00;0;0;17,5;-12,236;0;17,47;0
22.07. 03:00;0;0;17;-7,1395;0;17,02;0
22.07. 04:00;0;0;16,8;-0,52381;0;16,81;0
22.07. 05:00;0,009;0,0087439;16,8;7,2176;0,0084037;16,8;0,48483
22.07. 06:00;0,054;0,052974;16,9;15,716;0,051225;17,86;33,22
22.07. 07:00;0,196;0,17039;17,3;24,624;0,1843;20,78;162,41
22.07. 08:00;0,447;0,20855;19,6;33,577;0,44945;28,08;408,14
22.07. 09:00;0,652;0,15329;21,1;42,128;0,71213;34,89;639,09
22.07. 10:00;0,697;0,24689;22,3;49,625;0,77736;37,64;689,97
22.07. 11:00;0,712;0,3194;23,5;55,079;0,79348;39,24;699,03
22.07. 12:00;0,61;0,4061;23,4;57,267;0,64624;36,41;571,89
22.07. 13:00;0,221;0,21638;22;55,502;0,21125;26,7;183,51
22.07. 14:00;0,226;0,2204;23,9;50,349;0,2162;28,11;187,17
22.07. 15:00;0,321;0,28748;22,8;43,023;0,31261;28,95;275,42
22.07. 16:00;0,232;0,21493;23,6;34,551;0,22278;28,06;193,66
22.07. 17:00;0,284;0,18883;24;25,618;0,26368;29,12;230,96
22.07. 18:00;0,188;0,11397;20,5;16,686;0,1438;23,55;120,61
22.07. 19:00;0,048;0,044211;19,5;8,1256;0,041352;20,48;20,4
22.07. 20:00;0,005;0,00495;18,9;0,28303;0,0047645;19,07;0,087414
22.07. 21:00;0;0;18,4;-6,4761;0;18,43;0
22.07. 22:00;0;0;17,7;-11,76;0;17,74;0
22.07. 23:00;0;0;16,9;-15,185;0;16,94;0
23.07. 00:00;0;0;15,5;-16,65;0;15,57;0
23.07. 01:00;0;0;15,1;-15,633;0;15,12;0
23.07. 02:00;0;0;14,6;-12,429;0;14,63;0
23.07. 03:00;0;0;13,8;-7,3237;0;13,84;0
23.07. 04:00;0;0;13,7;-0,69911;0;13,71;0
23.07. 05:00;0,046;0,04074;15;7,0503;0,03732;15,64;16,876
23.07. 06:00;0,126;0,10605;17,2;15,554;0,10948;19,15;92,162
23.07. 07:00;0,231;0,18126;18,7;24,465;0,21519;22,74;190,58
23.07. 08:00;0,396;0,24187;20,3;33,416;0,39362;27,81;354,82
23.07. 09:00;0,536;0,27674;21,2;41,96;0,56543;32,19;510,02
23.07. 10:00;0,583;0,34541;22,4;49,445;0,62116;34,63;554,71
23.07. 11:00;0,552;0,39942;22,2;54,886;0,57336;33,65;511,05
