price,amount
0.009969841407614543,613.3280416185232
0.010352453172852726,604.9199671432389
0.01016573157752515,602.8225262392283
0.010305049372288325,607.3338927849131
0.03210672015335996,593.4566872670538
0.03241452536452029,597.470308404828
0.032195994816578546,603.282261209893
0.032654437387965196,613.7231969444003
0.030223765584330303,567.9855094356703
0.02971475238883343,560.4887678639348
0.029477406668238577,562.3122449739609
0.030728817174903996,571.1234774936623
0.03350918944572664,520.6962931138805
0.03312516400486657,513.8413386209018
0.033879868973091865,519.4951605643249
0.03283638927189811,524.6810620069602
0.024163044531905976,564.7735157333025
0.0239835199758803,570.9333684597959
0.02425716689294605,572.0208167437482
0.02459491049692346,574.030019630101
0.011305782119418462,551.226371396328
0.011172153148428603,554.1003081140633
0.011231553135222347,548.6834987354617
0.011247375592671546,550.5809127954319
0.014065955254558464,610.2414179127459
0.01397493026270752,615.1410855768262
0.01387539283311006,615.9448747930728
0.013918546464099436,614.3206446968702
0.02291782370331819,643.3938292473301
0.02305696941096886,626.2655330662731
0.023423823684708224,630.4218923156644
0.02258221170315298,628.7894958526543
0.019670009740499202,558.7490361740767
0.019550413150789977,543.6693081072357
0.019513476980183662,549.0134480889737
0.01967779108873038,552.0566931435056
0.035865057527266396,591.2099018992603
0.036135033613223934,586.7194202998309
0.036420312057146104,590.4908634798091
0.03590569409619571,576.8658728707408
0.022073756488105337,608.2190574163702
0.02143190033432261,613.6180131941496
0.021863794692198242,616.2921613424855
0.022696110930074887,610.8902862447603
0.010280497782306478,548.074305457454
0.010247039885221566,549.5296399381056
0.010223708257594487,560.8216657044325
0.01029235351945987,556.9206557226012
0.028859350716984276,660.1856714950289
0.029353399835416332,656.1478932060411
0.02913247275720221,643.708729387497
0.029772017147621083,646.6648318303064
0.023538932830020617,708.3949120028517
0.023245099538084162,702.2420415146319
0.023366263542452363,704.4706626829877
0.023146005743569936,688.3817036865306
0.01798372229287777,577.5140052594481
0.01761796022279023,576.3854704497796
0.017891759437267063,586.7904179387929
0.017565576552082223,572.0417433979734
0.029590824406738644,622.6656398132847
0.029254002532883832,616.5722179670722
0.029797758916099336,614.630944566848
0.029355768031970892,620.3311425338037
0.021422605142315834,626.7596271848624
0.022027497925857214,640.1491658054413
0.02156813820402692,639.293917546704
0.021834640543521078,631.7428170893097
0.011031618151912394,555.1778322874743
0.011123253481387384,556.3790948735118
0.010794510530093076,561.0539565023834
0.011024367963259262,562.1870336680954
0.0388753119587404,632.1022985406529
0.038043520414476825,636.2124555829009
0.03817342644540936,635.0339162534788
0.03876226856651471,622.3408794672798
0.02545156763940382,679.1809068744952
0.025031043229983087,671.1544618971905
0.024862455962030194,683.1044764852691
0.024769148912271204,667.8394614326417
0.021436953301788148,614.9743438020554
0.021230213607356538,620.5779897669381
0.021170120245413575,617.9815252130089
0.02134151722855802,621.0814534987585
0.0367013580981002,606.940658502419
0.03664716600202829,618.8713799109803
0.03621049385839527,607.6290555632404
0.036444940074442565,622.5162949050102
0.022358725168600796,622.3291668755198
0.021703400097334024,626.0282449979014
0.02227025397359453,625.3798678237758
0.021601281805967473,622.0300530156303
0.012177873122886986,572.2708965341444
0.012225543309441497,575.5568430468602
0.012338734500332344,573.7672225727488
0.012114708361355992,579.2916530054035
0.03695124806109365,624.6370540837198
0.03693684863410361,614.3349277683535
0.03683244507623375,616.0800360736104
0.036747101307372756,624.7414114983194
0.03004398766464713,675.132218437095
0.029928986997939448,669.5459573978006
0.030344582394949735,663.1926735404439
0.02984680795507333,663.2243873211019
0.01702960178734026,575.092206927119
0.016680838146962983,579.0735711816159
0.016898392293595126,585.7043786232103
0.016988682913678214,575.0757890337974
0.03310904283903484,617.6348866291098
0.03321206564061614,613.3920880439761
0.03282508841935716,598.8302687987504
0.03293854266852727,615.3659989056273
0.023999040797547604,618.2470317591642
0.023816253230035,616.03928688579
0.0236778918912231,614.2418519525839
0.0236081468149181,620.2326020213528
0.008217037561185381,538.778172143661
0.008274015786747791,551.1704232320176
0.008484954714303666,543.5586901263322
0.008178913759464942,545.0948486721898
