price,consumption,prediction,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,month_sin,month_cos
0.21237183722754824,44135.97732152579,41079.844478133295,0.0,1.0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387
0.2034152750707802,37376.671179440105,40656.16882656527,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387
0.19788975730344593,36774.949121995014,40364.02080219258,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387
0.19293458874688255,39261.070340722086,39629.02886226223,0.7071067811865476,0.7071067811865476,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387
0.21576812039161905,39800.869556497666,39220.587772831175,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387
0.1858791252637689,41880.64096449454,41634.084080678,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387
0.1956904226360272,38549.29335294731,36831.055127592976,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387
0.2167977900509765,37842.826668190566,37688.360324975496,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387
0.17629039904250532,42074.76960991608,42911.76326258624,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387
0.1940451827036084,40888.82306818441,49226.03574528202,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387
0.16762427901698376,50238.4938355305,49862.66344221061,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387
0.1774716697157523,47152.542129277244,50297.65685874976,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387
0.18102767628571076,51898.46931018864,49029.76773467334,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387
0.1540644218614373,48993.635658415995,45862.36368285797,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387
0.12322419687807623,41322.678177493515,45756.73133488728,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387
0.14064513767765754,51546.60035008996,51087.2387290498,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387
0.15022575541695352,45966.9247842395,47689.06515907996,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387
0.1799656376495373,43019.77372939325,51816.26915352336,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387
0.18914539506542788,44782.446711197,52009.038105572734,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387
0.2246742080095801,45731.15475015566,53295.3498892463,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387
0.2503799178703046,51484.10669869046,45992.06335121168,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387
0.24641457663904828,48481.18992262346,53548.49371671236,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387
0.209788182205131,48464.24783147643,48778.260151082664,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387
0.23039276538389952,43853.91132987592,45290.80961260736,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387
0.17449726419383052,41478.37244306257,44763.005734377344,0.0,1.0,0.0,1.0,0.49999999999999994,-0.8660254037844387
0.18221406101857243,43344.92192669173,41403.148575513864,0.25881904510252074,0.9659258262890683,0.0,1.0,0.49999999999999994,-0.8660254037844387
0.21972072067486695,41763.304831883615,41879.407760017144,0.49999999999999994,0.8660254037844387,0.0,1.0,0.49999999999999994,-0.8660254037844387
