STATIONS_ID,MESS_DATUM,QN_592,ATMO_LBERG,FD_LBERG,FG_LBERG,SD_LBERG,ZENIT,MESS_DATUM_WOZ,eor
691,2018093023:14,1,-999,0.0,0.0,0,129.64,01.10.2018 00:00,eor
691,2018100100:14,1,-999,0.0,0.0,0,129.65,01.10.2018 01:00,eor
691,2018100101:14,1,-999,0.0,0.0,0,126.71,01.10.2018 02:00,eor
691,2018100102:14,1,-999,0.0,0.0,0,121.31,01.10.2018 03:00,eor
691,2018100103:14,1,-999,0.0,0.0,0,114.14,01.10.2018 04:00,eor
691,2018100104:14,1,-999,0.0,0.0,0,105.88,01.10.2018 05:00,eor
691,2018100105:14,1,-999,0.0,0.0,0,97.03,01.10.2018 06:00,eor
691,2018100106:14,1,-999,3.0,3.0,0,88.05,01.10.2018 07:00,eor
691,2018100107:14,1,-999,17.0,47.0,43,79.33,01.10.2018 08:00,eor
691,2018100108:14,1,-999,35.0,114.0,60,71.3,01.10.2018 09:00,eor
691,2018100109:14,1,-999,42.0,148.0,59,64.45,01.10.2018 10:00,eor
691,2018100110:14,1,-999,61.0,127.0,33,59.38,01.10.2018 11:00,eor
691,2018100111:14,1,-999,74.0,92.0,10,56.66,01.10.2018 12:00,eor
691,2018100112:14,1,-999,107.0,124.0,23,56.67,01.10.2018 13:00,eor
691,2018100113:14,1,-999,36.0,38.0,2,59.43,01.10.2018 14:00,eor
691,2018100114:14,1,-999,55.0,90.0,22,64.53,01.10.2018 15:00,eor
691,2018100115:14,1,-999,34.0,66.0,28,71.4,01.10.2018 16:00,eor
691,2018100116:14,1,-999,22.0,43.0,37,79.45,01.10.2018 17:00,eor
691,2018100117:14,1,-999,5.0,6.0,4,88.19,01.10.2018 18:00,eor
691,2018100118:14,1,-999,0.0,0.0,0,97.2,01.10.2018 19:00,eor
691,2018100119:14,1,-999,0.0,0.0,0,106.08,01.10.2018 20:00,eor
691,2018100120:14,1,-999,0.0,0.0,0,114.38,01.10.2018 21:00,eor
691,2018100121:14,1,-999,0.0,0.0,0,121.59,01.10.2018 22:00,eor
691,2018100122:14,1,-999,0.0,0.0,0,127.04,01.10.2018 23:00,eor
691,2018100123:14,1,-999,0.0,0.0,0,130.02,02.10.2018 00:00,eor
691,2018100200:14,1,-999,0.0,0.0,0,130.04,02.10.2018 01:00,eor
691,2018100201:14,1,-999,0.0,0.0,0,127.08,02.10.2018 02:00,eor
691,2018100202:14,1,-999,0.0,0.0,0,121.66,02.10.2018 03:00,eor
691,2018100203:14,1,-999,0.0,0.0,0,114.48,02.10.2018 04:00,eor
691,2018100204:14,1,-999,0.0,0.0,0,106.19,02.10.2018 05:00,eor
691,2018100205:14,1,-999,0.0,0.0,0,97.34,02.10.2018 06:00,eor
691,2018100206:14,1,-999,1.0,1.0,0,88.36,02.10.2018 07:00,eor
691,2018100207:14,1,-999,12.0,12.0,0,79.65,02.10.2018 08:00,eor
691,2018100208:14,1,-999,20.0,20.0,0,71.63,02.10.2018 09:00,eor
691,2018100209:14,1,-999,13.0,13.0,0,64.81,02.10.2018 10:00,eor
691,2018100210:14,1,-999,19.0,19.0,0,59.75,02.10.2018 11:00,eor
691,2018100211:14,1,-999,43.0,43.0,0,57.04,02.10.2018 12:00,eor
691,2018100212:14,1,-999,28.0,29.0,0,57.06,02.10.2018 13:00,eor
691,2018100213:14,1,-999,47.0,47.0,0,59.8,02.10.2018 14:00,eor
691,2018100214:14,1,-999,45.0,46.0,1,64.88,02.10.2018 15:00,eor
691,2018100215:14,1,-999,26.0,27.0,2,71.73,02.10.2018 16:00,eor
691,2018100216:14,1,-999,15.0,15.0,0,79.77,02.10.2018 17:00,eor
691,2018100217:14,1,-999,3.0,3.0,0,88.5,02.10.2018 18:00,eor
691,2018100218:14,1,-999,0.0,0.0,0,97.51,02.10.2018 19:00,eor
691,2018100219:14,1,-999,0.0,0.0,0,106.39,02.10.2018 20:00,eor
691,2018100220:14,1,-999,0.0,0.0,0,114.71,02.10.2018 21:00,eor
691,2018100221:14,1,-999,0.0,0.0,0,121.94,02.10.2018 22:00,eor
691,2018100222:14,1,-999,0.0,0.0,0,127.41,02.10.2018 23:00,eor
691,2018100223:14,1,-999,0.0,0.0,0,130.41,03.10.2018 00:00,eor
691,2018100300:14,1,-999,0.0,0.0,0,130.42,03.10.2018 01:00,eor
691,2018100301:14,1,-999,0.0,0.0,0,127.45,03.10.2018 02:00,eor
691,2018100302:14,1,-999,0.0,0.0,0,122.01,03.10.2018 03:00,eor
691,2018100303:13,1,-999,0.0,0.0,0,114.81,03.10.2018 04:00,eor
691,2018100304:13,1,-999,0.0,0.0,0,106.51,03.10.2018 05:00,eor
691,2018100305:13,1,-999,0.0,0.0,0,97.65,03.10.2018 06:00,eor
691,2018100306:13,1,-999,6.0,7.0,4,88.67,03.10.2018 07:00,eor
691,2018100307:13,1,-999,21.0,22.0,2,79.97,03.10.2018 08:00,eor
691,2018100308:13,1,-999,50.0,89.0,42,71.97,03.10.2018 09:00,eor
691,2018100309:13,1,-999,78.0,102.0,26,65.16,03.10.2018 10:00,eor
691,2018100310:13,1,-999,64.0,173.0,59,60.13,03.10.2018 11:00,eor
691,2018100311:13,1,-999,62.0,189.0,57,57.43,03.10.2018 12:00,eor
691,2018100312:13,1,-999,71.0,135.0,37,57.44,03.10.2018 13:00,eor
691,2018100313:13,1,-999,63.0,138.0,44,60.17,03.10.2018 14:00,eor
691,2018100314:13,1,-999,59.0,73.0,9,65.24,03.10.2018 15:00,eor
691,2018100315:13,1,-999,41.0,53.0,13,72.07,03.10.2018 16:00,eor
691,2018100316:13,1,-999,15.0,16.0,2,80.09,03.10.2018 17:00,eor
691,2018100317:13,1,-999,4.0,4.0,3,88.81,03.10.2018 18:00,eor
691,2018100318:13,1,-999,0.0,0.0,0,97.82,03.10.2018 19:00,eor
691,2018100319:13,1,-999,0.0,0.0,0,106.71,03.10.2018 20:00,eor
691,2018100320:13,1,-999,0.0,0.0,0,115.04,03.10.2018 21:00,eor
691,2018100321:13,1,-999,0.0,0.0,0,122.28,03.10.2018 22:00,eor
691,2018100322:13,1,-999,0.0,0.0,0,127.78,03.10.2018 23:00,eor
691,2018100323:13,1,-999,0.0,0.0,0,130.79,04.10.2018 00:00,eor
691,2018100400:13,1,-999,0.0,0.0,0,130.81,04.10.2018 01:00,eor
691,2018100401:13,1,-999,0.0,0.0,0,127.82,04.10.2018 02:00,eor
691,2018100402:13,1,-999,0.0,0.0,0,122.36,04.10.2018 03:00,eor
691,2018100403:13,1,-999,0.0,0.0,0,115.13,04.10.2018 04:00,eor
691,2018100404:13,1,-999,0.0,0.0,0,106.82,04.10.2018 05:00,eor
691,2018100405:13,1,-999,0.0,0.0,0,97.96,04.10.2018 06:00,eor
691,2018100406:13,1,-999,3.0,3.0,0,88.98,04.10.2018 07:00,eor
691,2018100407:13,1,-999,11.0,11.0,0,80.29,04.10.2018 08:00,eor
691,2018100408:13,1,-999,37.0,38.0,2,72.3,04.10.2018 09:00,eor
691,2018100409:13,1,-999,61.0,61.0,0,65.52,04.10.2018 10:00,eor
691,2018100410:13,1,-999,73.0,73.0,0,60.5,04.10.2018 11:00,eor
691,2018100411:13,1,-999,102.0,106.0,4,57.81,04.10.2018 12:00,eor
691,2018100412:13,1,-999,79.0,81.0,0,57.83,04.10.2018 13:00,eor
691,2018100413:13,1,-999,65.0,66.0,0,60.55,04.10.2018 14:00,eor
691,2018100414:13,1,-999,43.0,43.0,0,65.59,04.10.2018 15:00,eor
691,2018100415:13,1,-999,17.0,17.0,0,72.4,04.10.2018 16:00,eor
691,2018100416:13,1,-999,14.0,14.0,0,80.41,04.10.2018 17:00,eor
691,2018100417:13,1,-999,1.0,1.0,0,89.12,04.10.2018 18:00,eor
691,2018100418:13,1,-999,0.0,0.0,0,98.13,04.10.2018 19:00,eor
691,2018100419:13,1,-999,0.0,0.0,0,107.02,04.10.2018 20:00,eor
691,2018100420:13,1,-999,0.0,0.0,0,115.37,04.10.2018 21:00,eor
691,2018100421:13,1,-999,0.0,0.0,0,122.63,04.10.2018 22:00,eor
691,2018100422:13,1,-999,0.0,0.0,0,128.15,04.10.2018 23:00,eor
691,2018100423:13,1,-999,0.0,0.0,0,131.17,05.10.2018 00:00,eor
691,2018100500:13,1,-999,0.0,0.0,0,131.19,05.10.2018 01:00,eor
691,2018100501:13,1,-999,0.0,0.0,0,128.19,05.10.2018 02:00,eor
691,2018100502:13,1,-999,0.0,0.0,0,122.7,05.10.2018 03:00,eor
691,2018100503:13,1,-999,0.0,0.0,0,115.46,05.10.2018 04:00,eor
691,2018100504:13,1,-999,0.0,0.0,0,107.14,05.10.2018 05:00,eor
691,2018100505:13,1,-999,0.0,0.0,0,98.27,05.10.2018 06:00,eor
691,2018100506:13,1,-999,4.0,5.0,21,89.29,05.10.2018 07:00,eor
691,2018100507:13,1,-999,15.0,43.0,60,80.6,05.10.2018 08:00,eor
691,2018100508:13,1,-999,22.0,92.0,60,72.63,05.10.2018 09:00,eor
691,2018100509:13,1,-999,27.0,135.0,60,65.87,05.10.2018 10:00,eor
691,2018100510:13,1,-999,30.0,166.0,60,60.87,05.10.2018 11:00,eor
691,2018100511:13,1,-999,32.0,180.0,60,58.19,05.10.2018 12:00,eor
691,2018100512:13,1,-999,33.0,177.0,60,58.21,05.10.2018 13:00,eor
691,2018100513:13,1,-999,32.0,167.0,60,60.92,05.10.2018 14:00,eor
691,2018100514:13,1,-999,22.0,136.0,60,65.94,05.10.2018 15:00,eor
691,2018100515:13,1,-999,19.0,93.0,60,72.73,05.10.2018 16:00,eor
691,2018100516:13,1,-999,14.0,43.0,60,80.72,05.10.2018 17:00,eor
691,2018100517:13,1,-999,3.0,4.0,25,89.43,05.10.2018 18:00,eor
691,2018100518:13,1,-999,0.0,0.0,0,98.43,05.10.2018 19:00,eor
691,2018100519:13,1,-999,0.0,0.0,0,107.33,05.10.2018 20:00,eor
691,2018100520:13,1,-999,0.0,0.0,0,115.69,05.10.2018 21:00,eor
691,2018100521:13,1,-999,0.0,0.0,0,122.98,05.10.2018 22:00,eor
691,2018100522:13,1,-999,0.0,0.0,0,128.51,05.10.2018 23:00,eor
691,2018100523:13,1,-999,0.0,0.0,0,131.56,06.10.2018 00:00,eor
691,2018100600:13,1,-999,0.0,0.0,0,131.57,06.10.2018 01:00,eor
691,2018100601:13,1,-999,0.0,0.0,0,128.56,06.10.2018 02:00,eor
691,2018100602:13,1,-999,0.0,0.0,0,123.05,06.10.2018 03:00,eor
691,2018100603:13,1,-999,0.0,0.0,0,115.79,06.10.2018 04:00,eor
691,2018100604:13,1,-999,0.0,0.0,0,107.45,06.10.2018 05:00,eor
691,2018100605:13,1,-999,0.0,0.0,0,98.57,06.10.2018 06:00,eor
691,2018100606:13,1,-999,4.0,5.0,11,89.6,06.10.2018 07:00,eor
691,2018100607:13,1,-999,18.0,42.0,60,80.92,06.10.2018 08:00,eor
691,2018100608:13,1,-999,28.0,91.0,60,72.97,06.10.2018 09:00,eor
691,2018100609:12,1,-999,35.0,132.0,60,66.22,06.10.2018 10:00,eor
691,2018100610:12,1,-999,38.0,167.0,60,61.24,06.10.2018 11:00,eor
691,2018100611:12,1,-999,35.0,182.0,60,58.58,06.10.2018 12:00,eor
691,2018100612:12,1,-999,36.0,178.0,60,58.59,06.10.2018 13:00,eor
691,2018100613:12,1,-999,44.0,154.0,60,61.29,06.10.2018 14:00,eor
691,2018100614:12,1,-999,47.0,112.0,60,66.29,06.10.2018 15:00,eor
691,2018100615:12,1,-999,40.0,76.0,60,73.06,06.10.2018 16:00,eor
691,2018100616:12,1,-999,25.0,39.0,59,81.04,06.10.2018 17:00,eor
691,2018100617:12,1,-999,5.0,5.0,4,89.74,06.10.2018 18:00,eor
691,2018100618:12,1,-999,0.0,0.0,0,98.74,06.10.2018 19:00,eor
691,2018100619:12,1,-999,0.0,0.0,0,107.64,06.10.2018 20:00,eor
691,2018100620:12,1,-999,0.0,0.0,0,116.02,06.10.2018 21:00,eor
691,2018100621:12,1,-999,0.0,0.0,0,123.32,06.10.2018 22:00,eor
691,2018100622:12,1,-999,0.0,0.0,0,128.88,06.10.2018 23:00,eor
691,2018100623:12,1,-999,0.0,0.0,0,131.94,07.10.2018 00:00,eor
691,2018100700:12,1,-999,0.0,0.0,0,131.95,07.10.2018 01:00,eor
691,2018100701:12,1,-999,0.0,0.0,0,128.92,07.10.2018 02:00,eor
691,2018100702:12,1,-999,0.0,0.0,0,123.39,07.10.2018 03:00,eor
691,2018100703:12,1,-999,0.0,0.0,0,116.11,07.10.2018 04:00,eor
691,2018100704:12,1,-999,0.0,0.0,0,107.76,07.10.2018 05:00,eor
691,2018100705:12,1,-999,0.0,0.0,0,98.88,07.10.2018 06:00,eor
691,2018100706:12,1,-999,3.0,4.0,18,89.9,07.10.2018 07:00,eor
691,2018100707:12,1,-999,13.0,44.0,60,81.24,07.10.2018 08:00,eor
691,2018100708:12,1,-999,18.0,97.0,60,73.3,07.10.2018 09:00,eor
691,2018100709:12,1,-999,25.0,143.0,60,66.57,07.10.2018 10:00,eor
691,2018100710:12,1,-999,39.0,168.0,57,61.61,07.10.2018 11:00,eor
691,2018100711:12,1,-999,63.0,168.0,49,58.96,07.10.2018 12:00,eor
691,2018100712:12,1,-999,57.0,179.0,56,58.97,07.10.2018 13:00,eor
691,2018100713:12,1,-999,72.0,151.0,52,61.66,07.10.2018 14:00,eor
691,2018100714:12,1,-999,63.0,79.0,22,66.64,07.10.2018 15:00,eor
691,2018100715:12,1,-999,41.0,48.0,11,73.4,07.10.2018 16:00,eor
691,2018100716:12,1,-999,30.0,38.0,35,81.36,07.10.2018 17:00,eor
691,2018100717:12,1,-999,3.0,4.0,0,90.05,07.10.2018 18:00,eor
691,2018100718:12,1,-999,0.0,0.0,0,99.04,07.10.2018 19:00,eor
691,2018100719:12,1,-999,0.0,0.0,0,107.96,07.10.2018 20:00,eor
691,2018100720:12,1,-999,0.0,0.0,0,116.34,07.10.2018 21:00,eor
691,2018100721:12,1,-999,0.0,0.0,0,123.67,07.10.2018 22:00,eor
691,2018100722:12,1,-999,0.0,0.0,0,129.24,07.10.2018 23:00,eor
691,2018100723:12,1,-999,0.0,0.0,0,132.32,08.10.2018 00:00,eor
691,2018100800:12,1,-999,0.0,0.0,0,132.33,08.10.2018 01:00,eor
691,2018100801:12,1,-999,0.0,0.0,0,129.29,08.10.2018 02:00,eor
691,2018100802:12,1,-999,0.0,0.0,0,123.74,08.10.2018 03:00,eor
691,2018100803:12,1,-999,0.0,0.0,0,116.43,08.10.2018 04:00,eor
691,2018100804:12,1,-999,0.0,0.0,0,108.07,08.10.2018 05:00,eor
691,2018100805:12,1,-999,0.0,0.0,0,99.18,08.10.2018 06:00,eor
691,2018100806:12,1,-999,3.0,4.0,0,90.21,08.10.2018 07:00,eor
691,2018100807:12,1,-999,25.0,27.0,5,81.55,08.10.2018 08:00,eor
691,2018100808:12,1,-999,40.0,69.0,40,73.63,08.10.2018 09:00,eor
691,2018100809:12,1,-999,51.0,128.0,60,66.92,08.10.2018 10:00,eor
691,2018100810:12,1,-999,41.0,126.0,60,61.98,08.10.2018 11:00,eor
691,2018100811:12,1,-999,33.0,180.0,60,59.34,08.10.2018 12:00,eor
691,2018100812:12,1,-999,54.0,171.0,60,59.35,08.10.2018 13:00,eor
691,2018100813:12,1,-999,76.0,124.0,54,62.02,08.10.2018 14:00,eor
691,2018100814:12,1,-999,52.0,108.0,60,66.99,08.10.2018 15:00,eor
691,2018100815:12,1,-999,48.0,81.0,41,73.73,08.10.2018 16:00,eor
691,2018100816:12,1,-999,23.0,25.0,8,81.67,08.10.2018 17:00,eor
691,2018100817:12,1,-999,2.0,3.0,0,90.35,08.10.2018 18:00,eor
691,2018100818:12,1,-999,0.0,0.0,0,99.35,08.10.2018 19:00,eor
691,2018100819:12,1,-999,0.0,0.0,0,108.27,08.10.2018 20:00,eor
691,2018100820:12,1,-999,0.0,0.0,0,116.66,08.10.2018 21:00,eor
691,2018100821:12,1,-999,0.0,0.0,0,124.01,08.10.2018 22:00,eor
691,2018100822:12,1,-999,0.0,0.0,0,129.61,08.10.2018 23:00,eor
691,2018100823:12,1,-999,0.0,0.0,0,132.7,09.10.2018 00:00,eor
691,2018100900:12,1,-999,0.0,0.0,0,132.71,09.10.2018 01:00,eor
691,2018100901:12,1,-999,0.0,0.0,0,129.65,09.10.2018 02:00,eor
691,2018100902:12,1,-999,0.0,0.0,0,124.08,09.10.2018 03:00,eor
691,2018100903:12,1,-999,0.0,0.0,0,116.76,09.10.2018 04:00,eor
691,2018100904:12,1,-999,0.0,0.0,0,108.38,09.10.2018 05:00,eor
691,2018100905:12,1,-999,0.0,0.0,0,99.48,09.10.2018 06:00,eor
691,2018100906:12,1,-999,3.0,3.0,0,90.52,09.10.2018 07:00,eor
691,2018100907:12,1,-999,20.0,26.0,22,81.87,09.10.2018 08:00,eor
691,2018100908:12,1,-999,36.0,80.0,52,73.96,09.10.2018 09:00,eor
691,2018100909:12,1,-999,52.0,125.0,60,67.27,09.10.2018 10:00,eor
691,2018100910:12,1,-999,55.0,133.0,60,62.35,09.10.2018 11:00,eor
691,2018100911:12,1,-999,59.0,177.0,60,59.72,09.10.2018 12:00,eor
691,2018100912:12,1,-999,78.0,181.0,60,59.73,09.10.2018 13:00,eor
691,2018100913:12,1,-999,52.0,153.0,60,62.39,09.10.2018 14:00,eor
691,2018100914:12,1,-999,35.0,123.0,60,67.34,09.10.2018 15:00,eor
691,2018100915:12,1,-999,40.0,83.0,60,74.06,09.10.2018 16:00,eor
691,2018100916:12,1,-999,25.0,41.0,60,81.99,09.10.2018 17:00,eor
691,2018100917:12,1,-999,3.0,4.0,6,90.66,09.10.2018 18:00,eor
691,2018100918:12,1,-999,0.0,0.0,0,99.65,09.10.2018 19:00,eor
691,2018100919:12,1,-999,0.0,0.0,0,108.57,09.10.2018 20:00,eor
691,2018100920:12,1,-999,0.0,0.0,0,116.98,09.10.2018 21:00,eor
691,2018100921:11,1,-999,0.0,0.0,0,124.35,09.10.2018 22:00,eor
691,2018100922:11,1,-999,0.0,0.0,0,129.97,09.10.2018 23:00,eor
691,2018100923:11,1,-999,0.0,0.0,0,133.07,10.10.2018 00:00,eor
691,2018101000:11,1,-999,0.0,0.0,0,133.09,10.10.2018 01:00,eor
691,2018101001:11,1,-999,0.0,0.0,0,130.01,10.10.2018 02:00,eor
691,2018101002:11,1,-999,0.0,0.0,0,124.42,10.10.2018 03:00,eor
691,2018101003:11,1,-999,0.0,0.0,0,117.08,10.10.2018 04:00,eor
691,2018101004:11,1,-999,0.0,0.0,0,108.69,10.10.2018 05:00,eor
691,2018101005:11,1,-999,0.0,0.0,0,99.79,10.10.2018 06:00,eor
691,2018101006:11,1,-999,2.0,2.0,0,90.82,10.10.2018 07:00,eor
691,2018101007:11,1,-999,20.0,21.0,0,82.18,10.10.2018 08:00,eor
691,2018101008:11,1,-999,49.0,58.0,13,74.29,10.10.2018 09:00,eor
691,2018101009:11,1,-999,33.0,126.0,60,67.62,10.10.2018 10:00,eor
691,2018101010:11,1,-999,29.0,159.0,60,62.71,10.10.2018 11:00,eor
691,2018101011:11,1,-999,32.0,174.0,59,60.09,10.10.2018 12:00,eor
691,2018101012:11,1,-999,32.0,173.0,60,60.11,10.10.2018 13:00,eor
691,2018101013:11,1,-999,38.0,145.0,60,62.76,10.10.2018 14:00,eor
691,2018101014:11,1,-999,35.0,110.0,60,67.69,10.10.2018 15:00,eor
691,2018101015:11,1,-999,28.0,74.0,60,74.39,10.10.2018 16:00,eor
691,2018101016:11,1,-999,14.0,33.0,60,82.3,10.10.2018 17:00,eor
691,2018101017:11,1,-999,2.0,2.0,9,90.96,10.10.2018 18:00,eor
691,2018101018:11,1,-999,0.0,0.0,0,99.95,10.10.2018 19:00,eor
691,2018101019:11,1,-999,0.0,0.0,0,108.88,10.10.2018 20:00,eor
691,2018101020:11,1,-999,0.0,0.0,0,117.3,10.10.2018 21:00,eor
691,2018101021:11,1,-999,0.0,0.0,0,124.69,10.10.2018 22:00,eor
691,2018101022:11,1,-999,0.0,0.0,0,130.33,10.10.2018 23:00,eor
691,2018101023:11,1,-999,0.0,0.0,0,133.45,11.10.2018 00:00,eor
691,2018101100:11,1,-999,0.0,0.0,0,133.47,11.10.2018 01:00,eor
691,2018101101:11,1,-999,0.0,0.0,0,130.38,11.10.2018 02:00,eor
691,2018101102:11,1,-999,0.0,0.0,0,124.76,11.10.2018 03:00,eor
691,2018101103:11,1,-999,0.0,0.0,0,117.4,11.10.2018 04:00,eor
691,2018101104:11,1,-999,0.0,0.0,0,108.99,11.10.2018 05:00,eor
691,2018101105:11,1,-999,0.0,0.0,0,100.09,11.10.2018 06:00,eor
691,2018101106:11,1,-999,2.0,2.0,8,91.13,11.10.2018 07:00,eor
691,2018101107:11,1,-999,14.0,33.0,60,82.49,11.10.2018 08:00,eor
691,2018101108:11,1,-999,22.0,82.0,60,74.62,11.10.2018 09:00,eor
691,2018101109:11,1,-999,26.0,126.0,60,67.96,11.10.2018 10:00,eor
691,2018101110:11,1,-999,30.0,158.0,60,63.08,11.10.2018 11:00,eor
691,2018101111:11,1,-999,35.0,172.0,60,60.47,11.10.2018 12:00,eor
691,2018101112:11,1,-999,38.0,168.0,60,60.49,11.10.2018 13:00,eor
691,2018101113:11,1,-999,37.0,150.0,60,63.12,11.10.2018 14:00,eor
691,2018101114:11,1,-999,31.0,116.0,60,68.04,11.10.2018 15:00,eor
691,2018101115:11,1,-999,25.0,74.0,60,74.71,11.10.2018 16:00,eor
691,2018101116:11,1,-999,12.0,25.0,45,82.61,11.10.2018 17:00,eor
691,2018101117:11,1,-999,1.0,1.0,2,91.26,11.10.2018 18:00,eor
691,2018101118:11,1,-999,0.0,0.0,0,100.25,11.10.2018 19:00,eor
691,2018101119:11,1,-999,0.0,0.0,0,109.18,11.10.2018 20:00,eor
691,2018101120:11,1,-999,0.0,0.0,0,117.62,11.10.2018 21:00,eor
691,2018101121:11,1,-999,0.0,0.0,0,125.03,11.10.2018 22:00,eor
691,2018101122:11,1,-999,0.0,0.0,0,130.69,11.10.2018 23:00,eor
691,2018101123:11,1,-999,0.0,0.0,0,133.82,12.10.2018 00:00,eor
691,2018101200:11,1,-999,0.0,0.0,0,133.84,12.10.2018 01:00,eor
691,2018101201:11,1,-999,0.0,0.0,0,130.73,12.10.2018 02:00,eor
691,2018101202:11,1,-999,0.0,0.0,0,125.09,12.10.2018 03:00,eor
691,2018101203:11,1,-999,0.0,0.0,0,117.71,12.10.2018 04:00,eor
691,2018101204:11,1,-999,0.0,0.0,0,109.3,12.10.2018 05:00,eor
691,2018101205:11,1,-999,0.0,0.0,0,100.39,12.10.2018 06:00,eor
691,2018101206:11,1,-999,2.0,3.0,8,91.43,12.10.2018 07:00,eor
691,2018101207:11,1,-999,14.0,32.0,60,82.81,12.10.2018 08:00,eor
691,2018101208:11,1,-999,18.0,78.0,60,74.94,12.10.2018 09:00,eor
691,2018101209:11,1,-999,21.0,120.0,60,68.31,12.10.2018 10:00,eor
691,2018101210:11,1,-999,24.0,154.0,60,63.44,12.10.2018 11:00,eor
691,2018101211:11,1,-999,28.0,167.0,60,60.84,12.10.2018 12:00,eor
691,2018101212:11,1,-999,25.0,169.0,60,60.86,12.10.2018 13:00,eor
691,2018101213:11,1,-999,29.0,150.0,60,63.49,12.10.2018 14:00,eor
691,2018101214:11,1,-999,34.0,109.0,60,68.38,12.10.2018 15:00,eor
691,2018101215:11,1,-999,29.0,70.0,60,75.04,12.10.2018 16:00,eor
691,2018101216:11,1,-999,14.0,22.0,50,82.93,12.10.2018 17:00,eor
691,2018101217:11,1,-999,1.0,1.0,0,91.57,12.10.2018 18:00,eor
691,2018101218:11,1,-999,0.0,0.0,0,100.55,12.10.2018 19:00,eor
691,2018101219:11,1,-999,0.0,0.0,0,109.49,12.10.2018 20:00,eor
691,2018101220:11,1,-999,0.0,0.0,0,117.94,12.10.2018 21:00,eor
691,2018101221:11,1,-999,0.0,0.0,0,125.36,12.10.2018 22:00,eor
691,2018101222:11,1,-999,0.0,0.0,0,131.05,12.10.2018 23:00,eor
691,2018101223:11,1,-999,0.0,0.0,0,134.2,13.10.2018 00:00,eor
691,2018101300:11,1,-999,0.0,0.0,0,134.21,13.10.2018 01:00,eor
691,2018101301:11,1,-999,0.0,0.0,0,131.09,13.10.2018 02:00,eor
691,2018101302:11,1,-999,0.0,0.0,0,125.43,13.10.2018 03:00,eor
691,2018101303:11,1,-999,0.0,0.0,0,118.03,13.10.2018 04:00,eor
691,2018101304:11,1,-999,0.0,0.0,0,109.6,13.10.2018 05:00,eor
691,2018101305:11,1,-999,0.0,0.0,0,100.69,13.10.2018 06:00,eor
691,2018101306:11,1,-999,3.0,3.0,5,91.73,13.10.2018 07:00,eor
691,2018101307:11,1,-999,20.0,36.0,60,83.12,13.10.2018 08:00,eor
691,2018101308:11,1,-999,37.0,75.0,60,75.27,13.10.2018 09:00,eor
691,2018101309:11,1,-999,48.0,122.0,60,68.66,13.10.2018 10:00,eor
691,2018101310:11,1,-999,46.0,138.0,60,63.8,13.10.2018 11:00,eor
691,2018101311:11,1,-999,44.0,128.0,60,61.22,13.10.2018 12:00,eor
691,2018101312:11,1,-999,39.0,127.0,60,61.23,13.10.2018 13:00,eor
691,2018101313:11,1,-999,43.0,140.0,60,63.85,13.10.2018 14:00,eor
691,2018101314:11,1,-999,21.0,120.0,60,68.73,13.10.2018 15:00,eor
691,2018101315:11,1,-999,16.0,75.0,60,75.37,13.10.2018 16:00,eor
691,2018101316:11,1,-999,9.0,26.0,54,83.23,13.10.2018 17:00,eor
691,2018101317:11,1,-999,1.0,1.0,0,91.87,13.10.2018 18:00,eor
691,2018101318:10,1,-999,0.0,0.0,0,100.85,13.10.2018 19:00,eor
691,2018101319:10,1,-999,0.0,0.0,0,109.79,13.10.2018 20:00,eor
691,2018101320:10,1,-999,0.0,0.0,0,118.25,13.10.2018 21:00,eor
691,2018101321:10,1,-999,0.0,0.0,0,125.69,13.10.2018 22:00,eor
691,2018101322:10,1,-999,0.0,0.0,0,131.4,13.10.2018 23:00,eor
691,2018101323:10,1,-999,0.0,0.0,0,134.57,14.10.2018 00:00,eor
691,2018101400:10,1,-999,0.0,0.0,0,134.58,14.10.2018 01:00,eor
691,2018101401:10,1,-999,0.0,0.0,0,131.45,14.10.2018 02:00,eor
691,2018101402:10,1,-999,0.0,0.0,0,125.76,14.10.2018 03:00,eor
691,2018101403:10,1,-999,0.0,0.0,0,118.34,14.10.2018 04:00,eor
691,2018101404:10,1,-999,0.0,0.0,0,109.9,14.10.2018 05:00,eor
691,2018101405:10,1,-999,0.0,0.0,0,100.98,14.10.2018 06:00,eor
691,2018101406:10,1,-999,2.0,2.0,4,92.03,14.10.2018 07:00,eor
691,2018101407:10,1,-999,13.0,29.0,60,83.43,14.10.2018 08:00,eor
691,2018101408:10,1,-999,20.0,76.0,60,75.59,14.10.2018 09:00,eor
691,2018101409:10,1,-999,23.0,120.0,60,69.0,14.10.2018 10:00,eor
691,2018101410:10,1,-999,24.0,151.0,60,64.16,14.10.2018 11:00,eor
691,2018101411:10,1,-999,25.0,166.0,60,61.59,14.10.2018 12:00,eor
691,2018101412:10,1,-999,25.0,165.0,60,61.6,14.10.2018 13:00,eor
691,2018101413:10,1,-999,24.0,148.0,60,64.21,14.10.2018 14:00,eor
691,2018101414:10,1,-999,19.0,116.0,59,69.07,14.10.2018 15:00,eor
691,2018101415:10,1,-999,16.0,74.0,60,75.69,14.10.2018 16:00,eor
691,2018101416:10,1,-999,9.0,26.0,55,83.54,14.10.2018 17:00,eor
691,2018101417:10,1,-999,1.0,1.0,0,92.16,14.10.2018 18:00,eor
