step,price,amount,trade_type,reward
1,-0.7257691025733948,-85.1103286743164,sell,8.003775308532715
13,-0.6421705484390259,-6.252685546875,sell,0.762577529296875
14,-0.964626669883728,-98.42992401123047,sell,8.212008560256958
24,0.47326958179473877,70.40185546875,buy,14.46617326171875
25,0.635259747505188,30.85919189453125,buy,5.819734999389649
26,0.960479736328125,2.8030242919921875,buy,0.5260435688781735
28,0.00933229923248291,-99.40519714355469,sell,18.65736145187378
29,-0.5445572137832642,-12.228385925292969,sell,2.4080137564086903
39,0.620193362236023,95.8494873046875,buy,13.809994130859376
40,-0.42394983768463135,-58.324424743652344,sell,10.6722032395935
44,-0.9058061242103577,-95.83077239990234,sell,30.578641165084836
48,0.9448446035385132,99.9957275390625,buy,13.99840189819336
49,0.3227689266204834,96.72685241699219,buy,9.997687465820311
51,-0.4745602011680603,-99.78416442871094,sell,8.889771208953858
56,0.9076999425888062,67.7086181640625,buy,15.234439086914064
57,-0.8223040103912354,-86.01040649414062,sell,16.38498243713379
60,0.4211632013320923,95.59104919433594,buy,3.4632637123107908
61,-0.9837169051170349,-97.84260559082031,sell,0.38256458786010744
63,0.0876312255859375,24.891830444335938,buy,0.3101522073364258
67,0.21939456462860107,82.04669189453125,buy,13.952860423583983
68,-0.36938953399658203,-99.18244934082031,sell,10.762287577972412
69,0.6689853668212891,82.48915100097656,buy,5.266107399902343
75,-0.8107249736785889,-98.58544158935547,sell,0.04830686637878418
77,0.32706284523010254,10.579383850097656,buy,0.3809636124420166
79,0.7005012035369873,36.53724670410156,buy,5.4108008644104
80,0.6130050420761108,6.810783386230469,buy,1.0155559107208252
81,0.7369511127471924,58.33573913574219,buy,4.256758884735107
82,-0.9390507936477661,-96.96568298339844,sell,6.099141459655762
83,0.3422142267227173,51.822052001953125,buy,0.47831753997802734
84,-0.5305680632591248,-45.99875259399414,sell,0.39282934715270534
85,0.3688187599182129,67.39280700683594,buy,0.6092309753417968
87,0.3342949151992798,54.16990661621094,buy,3.31790678024292
88,-0.15057629346847534,-81.3452377319336,sell,5.909731521224976
90,0.5609338283538818,94.74563598632812,buy,28.16503520965576
91,-0.6023365259170532,-99.93446350097656,sell,35.984401617431644
93,0.17375612258911133,-65.21560668945312,sell,12.427486010742188
99,-0.9476354718208313,-53.40379333496094,sell,7.931531386108399
100,-0.9995200037956238,-99.96363830566406,sell,15.094509384155273
101,-0.9242874979972839,-88.71696472167969,sell,15.332953012847902
102,0.6354000568389893,93.74575805664062,buy,19.646298515930177
104,0.8081846237182617,95.1407470703125,buy,23.79565224975586
105,0.683855414390564,74.83563232421875,buy,14.140941083984375
131,-0.2686173915863037,-1.6891403198242188,sell,0.1790995481109619
132,-0.41437315940856934,-58.43965530395508,sell,3.9949348365783695
133,-0.44630515575408936,-66.9739990234375,sell,3.320570871582031
135,0.7338757514953613,89.11119079589844,buy,6.980970686950684
136,0.5601097345352173,80.93218994140625,buy,6.184837955322266
137,-0.982263445854187,-87.3084487915039,sell,14.52812587890625
138,0.4892834424972534,98.88174438476562,buy,24.19042994628906
139,-0.9414451122283936,-98.95830535888672,sell,29.888376967544545
142,0.706798791885376,95.49186706542969,buy,18.07852027282715
147,-0.3399292230606079,-52.901588439941406,sell,8.575347486114502
148,-0.8041127324104309,-94.14537811279297,sell,13.363936423110962
149,0.5400772094726562,51.45478820800781,buy,7.570028441162109
150,-0.7550047039985657,-89.56729125976562,sell,13.70379556274414
151,0.8817718029022217,96.66314697265625,buy,18.915044599609374
152,0.6591794490814209,74.06416320800781,buy,14.568420903015129
159,0.2956451177597046,72.43963623046875,buy,5.8016904656982415
160,-0.9569922685623169,-69.03076934814453,sell,9.138293246307374
162,0.7248320579528809,35.35987854003906,buy,7.030958248901367
163,-0.23707342147827148,-94.38624572753906,sell,24.42149721954346
164,-0.8750038146972656,-97.94367218017578,sell,17.49078097793579
165,0.36111903190612793,98.17115783691406,buy,14.491044608306884
166,-0.9740745425224304,-99.83710479736328,sell,12.215069771957397
167,0.5040476322174072,95.44560241699219,buy,9.53119785736084
168,-0.8767170906066895,-91.95018005371094,sell,6.378583990325928
171,0.5311167240142822,76.98838806152344,buy,5.457706829681396
172,0.5271366834640503,84.28352355957031,buy,6.799151845550537
