step,price,amount,trade_type,reward
1,-0.6526867747306824,-94.30548858642578,sell,8.868488146667481
2,0.4248765707015991,40.436248779296875,buy,3.3529737487792968
5,-0.9386963844299316,-59.77097702026367,sell,7.5879255327224735
11,-0.3804855942726135,-24.287673950195312,sell,2.844086619567871
13,-0.6236922144889832,-57.055335998535156,sell,6.958468778381348
15,0.25075697898864746,52.700836181640625,buy,7.39392731628418
16,-0.9781320095062256,-91.29191589355469,sell,18.629941276397705
25,-0.9471555948257446,-99.85122680664062,sell,18.830942863464355
27,0.927670955657959,62.05424499511719,buy,10.493372828674316
28,-0.6178643107414246,-97.18501281738281,sell,18.240655055694578
29,0.9999527931213379,99.99575805664062,buy,19.69116467651366
30,-0.8881362080574036,-99.86898040771484,sell,32.953767465133666
31,0.9723060131072998,99.550537109375,buy,42.55785461425781
32,-0.31017786264419556,-92.72187042236328,sell,46.11893112937927
33,0.9999852180480957,99.99995422363281,buy,31.708985484771727
34,-0.4959452748298645,-55.147735595703125,sell,14.277748745727534
36,-0.6880794167518616,-41.58624267578125,sell,6.733228551635742
37,-0.5928611755371094,-44.15145492553711,sell,6.653182742729187
38,-0.20025253295898438,-16.445709228515625,sell,2.3035504916381835
39,0.10484611988067627,-37.74790954589844,sell,5.438718807373047
42,0.9998064041137695,99.99850463867188,buy,37.64343708618164
46,-0.821976900100708,-80.95116424560547,sell,14.325927536544798
56,0.9631845951080322,98.926513671875,buy,22.258465576171876
57,-0.5968152284622192,-29.158233642578125,sell,5.554643508911133
59,-0.8530454039573669,-95.53117370605469,sell,5.541763386688232
68,0.28228676319122314,21.082130432128906,buy,2.2876219731903076
79,0.6013569831848145,79.23312377929688,buy,11.733633300476074
82,-0.6909487843513489,-62.43943405151367,sell,3.92744040184021
83,-0.6062371134757996,-36.71456527709961,sell,0.3388754375076294
88,-0.3484492897987366,-33.81940460205078,sell,2.4569797443389896
90,0.7919734716415405,96.6309814453125,buy,28.725491854248045
91,-0.8925069570541382,-43.70058822631836,sell,15.735707808532716
95,0.7754406929016113,32.94358825683594,buy,5.777317072601318
96,0.8480639457702637,57.612640380859375,buy,10.309781996154785
97,0.23589801788330078,98.1131591796875,buy,14.265653344726562
100,0.18564867973327637,85.11834716796875,buy,12.852870422363281
101,0.2637495994567871,75.18057250976562,buy,12.993458346862793
107,-0.02314293384552002,-61.670833587646484,sell,4.711651686096191
108,-0.6233356595039368,-22.197860717773438,sell,1.479265438232422
109,-0.8557227253913879,-50.60040283203125,sell,3.23943778930664
111,-0.8330575227737427,-43.664039611816406,sell,3.1748123201751706
112,-0.7492009997367859,-4.349151611328125,sell,0.6257994253540039
113,-0.872754693031311,-56.14967346191406,sell,11.526404968261717
114,-0.9939183592796326,-96.99278259277344,sell,24.49649717163086
121,0.14674878120422363,99.20654296875,buy,11.376014282226562
136,0.452772855758667,74.88864135742188,buy,5.7229899725341795
137,-0.8386534452438354,-97.5427474975586,sell,16.23111318359375
139,-0.8738090395927429,-95.5687255859375,sell,28.864622188720695
142,0.9600622653961182,99.42758178710938,buy,18.823629783935544
144,0.7365320920944214,99.43618774414062,buy,21.49114325714111
148,0.5701470375061035,10.596656799316406,buy,1.5041954326629638
149,-0.5174034833908081,-92.39884948730469,sell,13.593718736572265
153,0.2803689241409302,81.54484558105469,buy,12.301039955902091
154,-0.5948002934455872,-91.52571105957031,sell,10.616982482910156
155,-0.867564857006073,-51.00579071044922,sell,4.472697787399293
157,-0.9958933591842651,-56.5460090637207,sell,2.917774067687988
161,0.6318602561950684,97.46038818359375,buy,17.84304786865234
168,-0.24095195531845093,-98.04611206054688,sell,6.801458793640137
172,-0.7461390495300293,-38.35051727294922,sell,3.093736228408814
173,-0.7990311980247498,-10.779289245605469,sell,1.5241914993286132
174,0.19017207622528076,63.4315185546875,buy,10.643174498291016
180,0.6158087253570557,93.26812744140625,buy,12.447564288330078
181,-0.777887225151062,-77.62857818603516,sell,10.175554028625488
182,-0.7745153903961182,-29.129661560058594,sell,3.8209377068328827
185,-0.5617308020591736,-20.781036376953125,sell,4.376070640258789
186,0.5482792854309082,87.60887145996094,buy,21.71035443649292
187,-0.20658254623413086,-9.037086486816406,sell,2.500923314361572
188,-0.27346712350845337,-7.541130065917969,sell,1.7191514211273193
189,-0.8253968358039856,-79.51758575439453,sell,15.726988110504152
193,0.6557726860046387,75.05290222167969,buy,13.08172085723877
194,-0.11796653270721436,-82.99298095703125,sell,14.465676580810548
196,0.7571983337402344,59.65296936035156,buy,10.148759677276612
197,-0.01519620418548584,-46.63511657714844,sell,7.890661724853515
220,0.7807302474975586,75.6280517578125,buy,16.63060858154297
222,-0.8289718627929688,-39.59668731689453,sell,12.185880521774292
227,0.5901038646697998,77.94044494628906,buy,18.088418463134765
234,-0.2410259246826172,-2.5216293334960938,sell,0.9541845397949217
237,0.4413102865219116,48.611907958984375,buy,13.272023110961912
238,-0.8511427044868469,-99.03766632080078,sell,24.12062363243103
242,0.3932955265045166,62.46287536621094,buy,12.10530524597168
243,0.2918301820755005,9.757484436035156,buy,1.7852293524169922
244,0.309393048286438,18.579689025878906,buy,3.6234109538269044
245,0.4474315643310547,40.12174987792969,buy,8.76499747833252
247,-0.7014491558074951,-50.805294036865234,sell,14.520661088676453
248,0.03954458236694336,-19.5780029296875,sell,6.510273314208984
249,0.04025232791900635,-36.4718132019043,sell,10.99843998916626
250,0.512706995010376,72.46980285644531,buy,20.29516828994751
251,-0.5267178416252136,-83.09474182128906,sell,23.075409803771972
255,-0.6919571757316589,-28.596466064453125,sell,7.537456525268555
